battle_id,attacker_faction,defender_faction,terrain,weather,att_heavy_infantry,att_spearmen,att_sword_infantry,att_archers,att_skirmishers,att_light_cavalry,att_shock_cavalry,att_artillery,def_heavy_infantry,def_spearmen,def_sword_infantry,def_archers,def_skirmishers,def_light_cavalry,def_shock_cavalry,def_artillery,att_general_rating,def_general_rating,att_avg_morale,def_avg_morale,att_fatigue,def_fortified,att_reinforcement_minute,resolution_mode,current_autoresolver_call,att_casualty_pct,def_casualty_pct,outcome
B0897,Selene Dominion,Duskwood Clans,hills,rain,0,11,0,3,1,7,0,1,1,0,6,0,6,11,1,0,1,3,69,64,60,0,0,auto,attacker,0.427,0.735,attacker
B0898,Orenthal League,Sable Nomads,plains,clear,3,1,3,10,2,0,1,1,1,0,0,4,5,7,5,0,4,2,60,62,48,1,0,manual,defender,0.736,0.27,defender
B0899,Kessari Riders,Mareth Imperium,forest,fog,2,0,0,0,1,3,13,4,4,1,2,2,0,2,5,7,2,4,46,68,41,1,0,auto,attacker,0.712,0.441,defender
B0900,Sable Nomads,Latian Republic,river_crossing,clear,0,1,0,4,3,6,1,1,2,5,6,1,4,0,2,1,3,5,46,59,47,1,8,auto,defender,0.509,0.33,defender
B0901,Mareth Imperium,Latian Republic,plains,clear,6,2,13,1,1,0,5,1,3,1,5,5,3,1,3,4,5,4,40,71,68,1,0,auto,attacker,0.432,0.787,attacker
B0902,Kessari Riders,Vharn Confederacy,plains,rain,1,4,0,1,1,13,3,1,1,7,4,1,1,3,4,0,4,3,76,97,39,0,0,auto,attacker,0.333,0.792,attacker
B0903,Duskwood Clans,Orenthal League,river_crossing,rain,2,0,0,1,3,1,2,15,0,6,2,2,0,5,3,0,1,4,65,64,23,0,0,auto,attacker,0.866,0.382,defender
B0904,Mareth Imperium,Latian Republic,plains,clear,9,3,1,0,0,4,5,5,3,4,6,1,3,2,2,0,5,1,71,72,1,1,0,auto,attacker,0.406,0.678,attacker
B0905,Kessari Riders,Orenthal League,hills,clear,1,0,0,5,1,8,4,8,1,2,5,6,0,8,0,0,1,5,60,75,23,1,21,auto,attacker,0.797,0.398,defender
B0906,Duskwood Clans,Latian Republic,forest,clear,2,0,1,9,7,3,1,3,9,3,2,3,1,1,0,1,2,2,42,77,66,0,0,auto,attacker,0.853,0.415,defender
B0907,Latian Republic,Duskwood Clans,marsh,fog,7,10,1,2,1,2,0,0,5,3,1,2,5,7,1,1,2,5,74,86,48,0,0,auto,attacker,0.332,0.772,attacker
B0908,Sable Nomads,Selene Dominion,plains,clear,0,2,1,0,12,10,0,1,1,2,0,3,4,2,2,9,2,5,74,60,49,0,5,auto,attacker,0.234,0.617,attacker
B0909,Mareth Imperium,Vharn Confederacy,forest,clear,2,4,2,2,3,1,11,2,9,2,0,3,0,4,3,4,1,5,49,84,12,0,0,auto,attacker,0.725,0.474,defender
B0910,Vharn Confederacy,Kessari Riders,plains,rain,0,0,2,13,0,2,2,5,0,1,0,0,9,10,5,0,2,5,77,43,15,1,0,auto,defender,0.615,0.37,defender
B0911,Orenthal League,Vharn Confederacy,plains,fog,1,0,7,1,2,4,0,4,3,15,1,4,0,1,1,0,4,4,83,44,30,0,0,manual,defender,0.791,0.439,defender
B0912,Orenthal League,Vharn Confederacy,river_crossing,rain,7,1,4,6,0,3,0,2,6,6,0,10,1,1,4,0,5,1,65,76,30,0,0,auto,defender,0.733,0.391,defender
B0913,Mareth Imperium,Duskwood Clans,plains,clear,10,6,1,0,3,0,7,0,6,0,5,3,6,3,0,0,5,5,56,47,48,0,0,auto,attacker,0.366,0.686,attacker
B0914,Sable Nomads,Selene Dominion,hills,clear,0,2,0,2,8,1,6,6,0,4,0,2,11,1,0,2,1,2,64,81,62,0,0,auto,attacker,0.502,0.774,attacker
B0915,Selene Dominion,Mareth Imperium,hills,fog,4,1,7,3,5,2,0,7,9,1,2,1,0,1,7,2,1,4,50,67,35,0,16,auto,attacker,0.697,0.383,defender
B0916,Orenthal League,Duskwood Clans,hills,clear,11,1,1,2,0,1,2,7,0,0,8,0,1,6,3,6,5,2,60,74,48,1,24,auto,attacker,0.807,0.501,defender
B0917,Duskwood Clans,Mareth Imperium,hills,clear,5,2,6,2,1,4,0,2,2,0,4,0,0,0,12,6,3,2,70,92,0,0,9,manual,attacker,0.39,0.45,attacker
B0918,Mareth Imperium,Kessari Riders,forest,clear,8,13,0,0,1,1,1,0,7,0,1,1,4,8,4,0,5,1,100,66,11,0,0,auto,attacker,0.312,0.591,attacker
B0919,Vharn Confederacy,Kessari Riders,plains,clear,1,12,0,4,2,0,1,3,1,2,0,2,1,2,8,1,5,2,41,76,77,1,23,auto,attacker,0.451,0.808,attacker
B0920,Sable Nomads,Orenthal League,plains,fog,9,6,0,1,1,5,2,1,1,0,1,4,5,7,0,1,5,1,69,63,15,0,0,auto,attacker,0.274,0.756,attacker
B0921,Latian Republic,Selene Dominion,river_crossing,clear,0,2,3,0,3,3,6,5,1,1,6,9,5,1,0,0,3,2,65,61,42,1,0,manual,defender,0.625,0.471,defender
B0922,Orenthal League,Duskwood Clans,hills,rain,11,0,2,2,1,5,1,1,5,2,3,1,1,11,0,0,5,3,82,79,55,0,0,auto,attacker,0.497,0.892,attacker
B0923,Selene Dominion,Vharn Confederacy,plains,clear,2,0,0,13,1,0,1,5,2,5,5,1,0,6,0,0,2,4,78,79,30,1,0,auto,attacker,0.701,0.355,defender
B0924,Kessari Riders,Selene Dominion,marsh,rain,0,2,5,2,10,5,3,0,5,7,2,3,4,1,0,3,5,1,94,41,33,0,20,auto,attacker,0.413,0.718,attacker
B0925,Mareth Imperium,Orenthal League,forest,clear,1,9,1,5,0,2,3,0,4,1,11,0,0,1,2,3,3,5,61,81,76,0,0,manual,attacker,0.858,0.449,defender
B0926,Mareth Imperium,Duskwood Clans,plains,clear,9,3,8,1,0,1,0,2,5,1,4,0,6,1,2,2,4,2,77,76,28,0,0,manual,attacker,0.447,0.69,attacker
B0927,Latian Republic,Vharn Confederacy,plains,clear,4,13,8,0,1,0,1,0,1,8,10,0,0,1,0,1,2,5,52,51,51,0,0,auto,attacker,0.336,0.705,attacker
B0928,Orenthal League,Sable Nomads,hills,clear,4,9,0,4,0,3,1,0,1,0,2,2,7,4,0,3,5,2,91,81,59,0,0,auto,attacker,0.302,0.816,attacker
B0929,Kessari Riders,Selene Dominion,hills,rain,3,5,1,7,3,3,1,0,0,2,2,3,0,3,3,9,3,1,77,55,1,0,0,auto,attacker,0.469,0.668,attacker
B0930,Selene Dominion,Vharn Confederacy,plains,rain,3,3,11,2,3,1,1,6,6,2,2,5,0,3,0,2,3,3,66,70,24,0,17,auto,attacker,0.461,0.877,attacker
B0931,Mareth Imperium,Selene Dominion,hills,clear,6,8,0,2,1,1,2,0,0,0,1,3,4,0,4,7,3,3,70,63,30,1,0,manual,attacker,0.353,0.735,attacker
B0932,Orenthal League,Sable Nomads,plains,clear,3,2,5,5,0,6,2,0,1,5,3,6,3,8,3,0,1,2,59,70,44,0,0,auto,defender,0.632,0.421,defender
B0933,Vharn Confederacy,Kessari Riders,marsh,clear,2,8,8,2,0,1,0,1,2,0,5,2,3,3,5,0,2,5,47,78,73,0,23,manual,attacker,0.536,0.91,attacker
B0934,Latian Republic,Duskwood Clans,hills,clear,8,0,5,0,0,4,9,0,0,7,3,4,4,2,1,1,1,5,80,58,27,1,0,auto,attacker,0.47,0.853,attacker
B0935,Sable Nomads,Mareth Imperium,plains,fog,0,1,1,1,7,10,3,2,4,6,2,3,0,8,5,0,3,2,68,85,47,1,20,manual,defender,0.657,0.351,defender
B0936,Selene Dominion,Mareth Imperium,plains,clear,1,7,1,3,1,8,3,2,1,9,1,2,5,1,4,2,5,5,72,55,15,1,17,auto,attacker,0.821,0.42,defender
B0937,Kessari Riders,Mareth Imperium,plains,clear,0,0,2,0,5,2,11,0,1,3,3,0,0,2,9,2,5,4,69,83,30,0,0,manual,attacker,0.827,0.538,defender
B0938,Latian Republic,Selene Dominion,forest,clear,5,1,4,1,3,8,0,3,0,0,0,3,5,6,0,8,2,3,55,62,16,0,0,auto,attacker,0.519,0.794,attacker
B0939,Sable Nomads,Duskwood Clans,marsh,clear,2,0,0,0,4,3,0,11,0,0,1,1,11,1,1,2,2,2,51,64,27,1,0,auto,attacker,0.861,0.547,defender
B0940,Orenthal League,Mareth Imperium,forest,clear,8,3,3,2,0,4,1,0,1,9,1,0,4,1,9,1,4,2,65,55,39,0,18,auto,defender,0.414,0.872,attacker
B0941,Kessari Riders,Duskwood Clans,river_crossing,clear,4,2,3,3,2,4,7,1,0,0,6,9,3,3,4,3,2,5,88,59,62,1,0,auto,defender,0.65,0.409,defender
B0942,Duskwood Clans,Sable Nomads,hills,clear,1,2,4,5,1,1,9,0,0,0,3,5,9,8,0,0,2,3,64,94,29,0,21,auto,attacker,0.531,0.732,attacker
B0943,Selene Dominion,Mareth Imperium,marsh,rain,1,4,1,4,0,3,7,1,1,3,0,1,6,0,1,8,3,4,84,61,71,1,5,auto,attacker,0.409,0.642,attacker
B0944,Mareth Imperium,Kessari Riders,marsh,clear,5,0,1,9,5,0,3,0,0,2,1,1,3,6,10,0,2,3,89,73,36,0,0,manual,attacker,0.709,0.362,defender
B0945,Sable Nomads,Duskwood Clans,marsh,rain,4,0,0,2,6,7,0,4,3,2,0,8,4,1,6,0,2,5,88,88,31,0,0,auto,attacker,0.665,0.449,defender
B0946,Orenthal League,Latian Republic,plains,clear,2,9,0,8,1,3,0,0,10,1,4,6,0,0,1,3,1,2,62,74,8,1,0,manual,defender,0.353,0.821,attacker
B0947,Mareth Imperium,Sable Nomads,plains,clear,2,6,0,0,1,2,10,4,4,3,0,8,2,4,0,0,4,1,88,84,40,1,0,manual,attacker,0.388,0.785,attacker
B0948,Sable Nomads,Vharn Confederacy,river_crossing,clear,0,4,2,2,5,7,2,1,6,12,2,0,1,4,0,0,2,4,66,80,17,0,0,manual,attacker,0.677,0.405,defender
B0949,Sable Nomads,Latian Republic,plains,clear,5,0,8,1,11,2,1,1,6,5,3,0,7,0,0,1,3,3,78,81,18,0,5,manual,attacker,0.432,0.89,attacker
B0950,Mareth Imperium,Kessari Riders,hills,clear,0,3,1,2,4,1,16,0,0,3,0,9,2,8,5,0,2,3,53,85,29,0,0,auto,attacker,0.477,0.792,attacker
B0951,Latian Republic,Sable Nomads,river_crossing,rain,8,0,4,0,2,1,4,1,0,1,2,1,6,11,3,1,4,2,99,73,17,0,25,manual,defender,0.512,0.696,attacker
B0952,Orenthal League,Duskwood Clans,plains,clear,1,1,0,3,1,1,0,15,5,3,2,0,4,6,7,3,4,3,44,61,17,1,0,auto,defender,0.574,0.341,defender
B0953,Duskwood Clans,Latian Republic,forest,rain,2,3,2,3,2,3,5,0,9,5,6,0,3,0,2,1,1,5,62,77,41,0,0,manual,defender,0.621,0.36,defender
B0954,Latian Republic,Duskwood Clans,river_crossing,clear,8,2,8,3,1,0,0,6,11,0,0,1,8,5,1,0,2,3,73,40,35,1,0,auto,attacker,0.777,0.395,defender
B0955,Latian Republic,Vharn Confederacy,forest,clear,10,3,2,4,0,0,1,2,4,13,1,1,0,7,0,0,1,1,81,73,53,1,0,auto,defender,0.817,0.491,defender
B0956,Duskwood Clans,Sable Nomads,hills,clear,11,2,1,0,4,0,3,1,2,4,0,5,2,9,1,0,5,5,47,80,29,0,0,auto,attacker,0.795,0.355,defender
B0957,Mareth Imperium,Vharn Confederacy,hills,clear,5,4,2,1,0,4,9,1,1,3,1,6,7,0,1,1,3,3,89,75,27,0,0,auto,attacker,0.432,0.7,attacker
B0958,Orenthal League,Mareth Imperium,hills,fog,2,0,8,3,0,3,0,12,14,4,0,1,0,1,7,0,1,1,88,70,31,0,0,auto,attacker,0.892,0.356,defender
B0959,Vharn Confederacy,Selene Dominion,marsh,clear,2,7,1,3,2,0,7,0,1,2,2,6,0,2,2,8,5,2,40,71,0,0,16,auto,attacker,0.378,0.786,attacker
B0960,Vharn Confederacy,Duskwood Clans,forest,clear,1,9,2,0,5,4,2,1,7,3,3,8,1,3,0,2,4,5,69,67,64,0,0,auto,defender,0.708,0.402,defender
B0961,Kessari Riders,Selene Dominion,forest,rain,0,0,0,0,1,10,2,11,3,1,1,10,2,0,0,3,5,3,90,79,19,0,15,auto,attacker,0.388,0.727,attacker
B0962,Mareth Imperium,Kessari Riders,plains,clear,1,2,3,7,0,0,5,7,1,1,0,0,8,3,6,2,4,5,59,72,0,1,16,auto,attacker,0.705,0.465,defender
B0963,Vharn Confederacy,Kessari Riders,marsh,fog,3,7,1,7,1,2,0,0,1,0,3,0,1,5,11,0,2,1,63,61,25,0,0,auto,attacker,0.436,0.666,attacker
B0964,Vharn Confederacy,Orenthal League,river_crossing,rain,8,4,0,0,5,0,1,5,2,3,2,5,6,5,0,0,5,1,77,64,0,0,0,auto,attacker,0.465,0.649,attacker
B0965,Kessari Riders,Duskwood Clans,marsh,fog,1,8,0,2,10,4,3,0,1,3,5,8,6,3,1,0,2,4,83,40,61,0,0,auto,attacker,0.411,0.774,attacker
B0966,Selene Dominion,Sable Nomads,forest,clear,0,2,1,6,4,0,0,10,0,0,0,10,7,5,0,0,5,2,82,72,42,1,24,manual,attacker,0.84,0.367,defender
B0967,Orenthal League,Sable Nomads,marsh,clear,1,3,1,5,4,8,0,3,4,0,0,10,2,8,5,1,3,4,68,87,36,0,0,auto,defender,0.765,0.519,defender
B0968,Latian Republic,Selene Dominion,forest,clear,2,6,1,4,0,3,2,9,2,5,6,2,4,2,0,7,5,4,82,68,12,0,8,manual,attacker,0.734,0.368,defender
B0969,Duskwood Clans,Kessari Riders,plains,fog,2,7,1,1,4,1,3,1,4,1,0,0,2,14,2,0,5,3,40,68,78,0,16,manual,defender,0.723,0.49,defender
B0970,Vharn Confederacy,Kessari Riders,marsh,clear,0,4,0,3,0,9,1,5,1,0,4,0,2,1,9,2,5,1,64,71,24,0,0,auto,attacker,0.495,0.794,attacker
B0971,Orenthal League,Latian Republic,forest,clear,8,5,4,6,1,2,1,1,0,4,3,3,1,1,11,4,1,1,69,48,45,1,0,manual,attacker,0.393,0.651,attacker
B0972,Mareth Imperium,Kessari Riders,hills,rain,6,0,5,2,0,2,3,8,4,0,0,0,1,14,2,1,3,1,54,56,58,0,0,auto,attacker,0.893,0.333,defender
B0973,Duskwood Clans,Vharn Confederacy,forest,clear,0,2,9,2,7,1,0,8,1,4,0,10,1,0,3,0,4,5,61,99,0,0,10,manual,attacker,0.405,0.726,attacker
B0974,Selene Dominion,Mareth Imperium,hills,rain,1,2,0,2,7,3,1,7,1,1,4,1,2,5,3,8,3,5,73,56,30,0,15,auto,attacker,0.75,0.419,defender
B0975,Vharn Confederacy,Selene Dominion,marsh,clear,1,4,9,4,5,0,1,3,2,1,9,2,5,2,0,0,4,5,72,72,41,1,0,manual,attacker,0.849,0.471,defender
B0976,Sable Nomads,Vharn Confederacy,hills,rain,7,0,4,2,3,6,3,1,3,3,1,3,2,0,2,10,2,4,89,51,34,1,0,manual,attacker,0.567,0.679,attacker
B0977,Orenthal League,Vharn Confederacy,hills,rain,10,2,0,4,1,2,1,1,2,9,2,2,1,1,0,5,1,3,57,81,20,0,0,auto,attacker,0.821,0.514,defender
B0978,Sable Nomads,Duskwood Clans,hills,clear,0,3,0,10,5,2,4,0,0,3,6,1,5,4,1,3,5,3,93,53,39,1,7,auto,attacker,0.505,0.81,attacker
B0979,Latian Republic,Orenthal League,forest,fog,15,6,4,1,0,0,2,2,1,1,2,6,0,3,0,5,1,1,53,66,62,0,0,auto,attacker,0.377,0.743,attacker
B0980,Sable Nomads,Orenthal League,hills,rain,0,5,1,3,6,5,0,4,3,2,3,3,4,2,0,2,2,4,68,58,46,1,0,auto,attacker,0.439,0.625,attacker
B0981,Sable Nomads,Kessari Riders,river_crossing,clear,3,0,0,1,9,2,1,4,5,0,2,6,2,9,1,2,5,2,68,40,32,0,0,auto,defender,0.655,0.264,defender
B0982,Vharn Confederacy,Duskwood Clans,forest,clear,0,3,0,6,0,0,12,1,4,5,4,10,1,0,0,1,3,5,44,84,18,1,0,auto,defender,0.92,0.353,defender
B0983,Orenthal League,Mareth Imperium,hills,clear,6,4,1,3,0,11,0,0,11,1,0,1,1,0,3,0,2,1,63,80,83,0,6,auto,attacker,0.418,0.755,attacker
B0984,Orenthal League,Sable Nomads,forest,clear,1,1,8,1,3,0,2,4,2,0,0,1,20,1,0,0,2,1,69,85,23,0,0,manual,defender,0.635,0.461,defender
B0985,Selene Dominion,Kessari Riders,plains,clear,2,3,2,0,8,0,0,3,1,4,1,1,3,6,5,0,5,3,91,63,64,0,0,manual,defender,0.905,0.385,defender
B0986,Sable Nomads,Kessari Riders,plains,clear,2,1,0,8,0,3,1,7,0,6,0,7,2,4,2,0,1,1,73,83,55,0,0,auto,attacker,0.728,0.405,defender
B0987,Mareth Imperium,Kessari Riders,marsh,clear,11,1,1,1,0,5,4,0,1,0,1,15,1,3,4,2,1,1,60,77,5,1,14,auto,defender,0.822,0.479,defender
B0988,Selene Dominion,Orenthal League,hills,clear,2,6,1,3,7,0,0,6,2,3,2,6,6,1,1,1,5,5,40,49,26,0,16,auto,attacker,0.444,0.751,attacker
B0989,Vharn Confederacy,Kessari Riders,hills,clear,5,6,0,6,6,2,0,0,0,1,4,0,6,2,10,0,3,3,55,82,30,0,0,auto,attacker,0.507,0.883,attacker
B0990,Latian Republic,Selene Dominion,hills,fog,6,7,3,0,3,3,4,0,1,4,3,1,2,1,0,4,5,1,66,65,34,0,0,manual,attacker,0.376,0.822,attacker
B0991,Kessari Riders,Vharn Confederacy,hills,rain,2,0,4,8,1,1,7,3,0,8,3,5,3,1,2,4,3,5,85,80,50,0,10,auto,attacker,0.437,0.839,attacker
B0992,Mareth Imperium,Sable Nomads,plains,clear,6,1,0,4,2,2,1,0,8,1,0,1,8,4,0,0,1,3,63,42,41,1,0,auto,defender,0.706,0.42,defender
B0993,Latian Republic,Vharn Confederacy,hills,rain,3,0,6,2,15,0,0,3,4,1,0,4,2,1,12,0,3,4,50,52,35,0,0,auto,attacker,0.837,0.351,defender
B0994,Selene Dominion,Latian Republic,forest,clear,0,5,0,6,1,0,4,3,4,3,8,1,1,0,2,3,2,4,46,40,51,0,13,auto,defender,0.73,0.401,defender
B0995,Selene Dominion,Latian Republic,marsh,clear,2,3,1,8,1,4,0,1,6,3,8,1,0,0,1,7,1,1,83,64,17,0,0,auto,defender,0.63,0.48,defender
B0996,Selene Dominion,Orenthal League,marsh,rain,0,4,8,1,1,3,3,1,6,1,2,11,1,3,1,0,5,1,93,60,14,0,21,manual,defender,0.591,0.806,attacker
B0997,Mareth Imperium,Duskwood Clans,plains,rain,6,4,1,0,0,2,5,4,0,6,10,0,5,1,0,1,1,3,100,66,20,0,0,auto,attacker,0.352,0.737,attacker
B0998,Latian Republic,Mareth Imperium,river_crossing,clear,8,2,5,0,0,5,4,0,2,6,2,0,4,3,5,2,1,5,57,89,17,1,0,auto,attacker,0.8,0.402,defender
B0999,Kessari Riders,Duskwood Clans,river_crossing,fog,3,1,1,5,16,3,1,0,1,1,0,0,4,3,5,8,2,3,82,76,46,0,0,manual,attacker,0.475,0.648,attacker
